time,open,high,low,close,Volume,RSI,MACD Line,Signal Line,Histogram,BB Upper Band,BB Basis,BB Lower Band,Simple Moving Average,trend
1604448000,1.4149,1.4166,1.2737,1.391,7471679,28.855569516766806,-0.2769346253399154,-0.2757408356812086,-0.0011937896587067,2.3054766256428376,1.7630750000000002,1.220673374357163,2.331804,1
1604534400,1.3912,1.489,1.302,1.4011,7267156,29.456051076783524,-0.2717621813514734,-0.2749451048152616,0.0031829234637881,2.2613335304991597,1.7261100000000007,1.190886469500842,2.3090360000000003,1
1604620800,1.4015,1.9474,1.3954,1.8998,15848200,51.30900310332074,-0.2248303556471216,-0.2649221549816336,0.040091799334512,2.206230995074078,1.7107900000000005,1.2153490049259228,2.289322,1
1604707200,1.8978,2.5,1.8324,2.0283,36707735,55.16319591557775,-0.1752475251876195,-0.2469872290228308,0.0717397038352112,2.163538950032873,1.7012750000000003,1.2390110499671274,2.267728,1
1604793600,2.0304,2.2868,1.965,2.1571,16913035,58.69266488129153,-0.1241288115776095,-0.2224155455337865,0.0982867339561769,2.1855338822893438,1.7062400000000004,1.2269461177106578,2.250484,-1
1604880000,2.1571,2.2024,1.9517,2.0393,13460103,54.469462272949634,-0.092061115027572,-0.1963446594325436,0.1042835444049715,2.2085503409985248,1.71368,1.2188096590014754,2.234,1
1604966400,2.0417,2.3306,2.0088,2.2652,8961990,60.35991044773607,-0.0478672090122711,-0.1666491693484891,0.118781960336218,2.278073269967936,1.7322750000000002,1.1864767300320644,2.224226,-1
1605052800,2.2659,2.3041,1.9674,2.003,7201587,51.95764899451977,-0.0336130979289182,-0.1400419550645749,0.1064288571356567,2.283867747930014,1.7343300000000004,1.184792252069987,2.20592,-1
1605139200,2.0012,2.0618,1.8265,1.9083,6848757,49.28895259922768,-0.0296167077875002,-0.11795690560916,0.0883401978216597,2.276880081414097,1.7315200000000004,1.1861599185859035,2.18746,1
1605225600,1.9082,2.0821,1.9,2.0191,6925383,52.37137522605208,-0.0173093741121728,-0.0978273993097625,0.0805180251975897,2.290376079203823,1.7364950000000003,1.182613920796178,2.165058,-1
1605312000,2.0182,2.0381,1.8749,1.92,6352416,49.474753272635766,-0.0153750314991707,-0.0813369257476442,0.0659618942484734,2.302010382331767,1.74281,1.1836096176682331,2.139816,1
1605398400,1.9206,2.2252,1.9131,2.0431,11659509,52.95552503750119,-0.0038643638508168,-0.0658424133682787,0.0619780495174618,2.3342598224736872,1.7610350000000004,1.1878101775263137,2.118154,1
1605484800,2.0421,2.372,1.9859,2.268,11366459,58.571013045500415,0.0231387445785298,-0.048046181778917,0.0711849263574468,2.402325629415458,1.7887600000000003,1.175194370584543,2.10028,-1
1605571200,2.2681,2.3431,2.1263,2.207,10271223,56.59767042036037,0.0391652398484905,-0.0306038974534355,0.069769137301926,2.4494151685933407,1.8231300000000004,1.19684483140666,2.085292,-1
1605657600,2.2041,2.2246,1.9977,2.1166,9500906,53.70968090437784,0.0440638872554568,-0.015670340511657,0.0597342277671138,2.46910272806351,1.8573350000000004,1.245567271936491,2.06859,-1
1605744000,2.1151,2.1883,2.0125,2.0797,8017468,52.53137396462968,0.0444561165656962,-0.0036450490961863,0.0481011656618826,2.4766494754944577,1.8894300000000004,1.302210524505543,2.052176,1
1605830400,2.0802,2.2445,2.0515,2.1052,8621112,53.293940234848485,0.0462909843550209,0.006342157594055,0.0399488267609659,2.489693640005185,1.9173300000000004,1.3449663599948156,2.036878,1
1605916800,2.1079,2.5204,2.0313,2.3991,14596123,61.058661860650034,0.0706460404936084,0.0192029341739657,0.0514431063196426,2.54730261678041,1.9569050000000003,1.3665073832195909,2.032388,-1
1606003200,2.4013,2.4287,2.0302,2.1502,11135646,53.01970078131677,0.0690672834455661,0.0291758040282858,0.0398914794172802,2.542842856837904,1.9907100000000009,1.4385771431620975,2.024484,1
1606089600,2.1488,2.3611,2.1045,2.2826,10403310,56.31456188339912,0.0776050973430191,0.0388616626912324,0.0387434346517866,2.5317829110687557,2.0341850000000004,1.5365870889312454,2.019664,1
1606176000,2.2839,2.484,2.1323,2.2894,15447405,56.48336569244272,0.0839523293442376,0.0478797960218335,0.0360725333224041,2.4911996564807426,2.0791050000000006,1.6670103435192585,2.012462,-1
1606262400,2.2896,2.4856,2.1686,2.2673,16621443,55.729663100733845,0.0862055472444032,0.0555449462663474,0.0306606009780557,2.4007390864531484,2.1224150000000006,1.8440909135468528,2.014344,-1
1606348800,2.2651,2.3097,1.712,1.9032,16134733,45.06133062379343,0.0579434752602661,0.0560246520651312,0.0019188231951349,2.400368615607521,2.1225850000000004,1.8448013843924795,2.006354,-1
1606435200,1.902,1.9621,1.7643,1.8558,8008055,43.88357689063011,0.031359305184258,0.0510915826889565,-0.0197322775046985,2.412829686652868,2.1139600000000005,1.8150903133471337,1.996038,1
1606521600,1.8551,1.9382,1.7912,1.8821,6099812,44.74650051144138,0.0122718864046591,0.043327643432097,-0.0310557570274379,2.414767529873284,2.100210000000001,1.785652470126718,1.982954,1
1606608000,1.8813,1.9418,1.8439,1.9093,5200776,45.676890095113485,-0.0006526939657351,0.0345315759525306,-0.0351842699182658,2.4182477629798744,2.0937100000000006,1.7691722370201268,1.973,1
1606694400,1.9101,2.015,1.8979,1.959,6712193,47.41911846427163,-0.0068066792249812,0.0262639249170282,-0.0330706041420094,2.397985306295473,2.078400000000001,1.758814693704529,1.963666,1
1606780800,1.9594,2.1334,1.9032,1.9695,9480633,47.80001622398351,-0.0107130018158438,0.0188685395704538,-0.0295815413862977,2.3982189431777554,2.0767250000000006,1.7552310568222458,1.951406,1
1606867200,1.9681,2.2047,1.9252,2.116,8791836,52.92405716613765,-0.0019648157908407,0.0147018684981949,-0.0166666842890356,2.399459278212701,2.0871100000000005,1.7747607217872996,1.94563,-1
1606953600,2.1152,2.2223,2.0705,2.0989,8707406,52.27897878447912,0.0035474646081312,0.0124709877201821,-0.0089235231120509,2.401907207123643,2.0911000000000004,1.7802927928763577,1.941434,-1
1607040000,2.0985,2.1129,1.8256,1.8463,7048518,43.78834993230281,-0.0123246514850743,0.0075118598791308,-0.0198365113642052,2.4078477840592902,2.087415000000001,1.7669822159407114,1.93302,1
1607126400,1.8449,1.9816,1.8158,1.9776,5294952,48.4728667824886,-0.0141455441337674,0.0031803790765512,-0.0173259232103186,2.407641730443585,2.0841400000000005,1.7606382695564151,1.929764,-1
1607212800,1.9776,1.9899,1.8097,1.8515,5088610,44.62637241619694,-0.0254702259054355,-0.0025497419198461,-0.0229204839855894,2.3903960619708853,2.063315,1.736233938029115,1.9226700000000003,-1
1607299200,1.8517,1.9006,1.81,1.8299,4623318,43.98254407593601,-0.0357756577675068,-0.0091949250893782,-0.0265807326781285,2.379612821262176,2.0444600000000004,1.7093071787378251,1.914896,-1
1607385600,1.8287,1.8322,1.6271,1.6617,7473779,39.23558429162198,-0.0568596780837447,-0.0187278756882515,-0.0381318023954931,2.3938954415871394,2.0217150000000004,1.6495345584128611,1.906974,-1
1607472000,1.6617,1.6724,1.4969,1.6553,7017013,39.06282654251675,-0.073241065190954,-0.029630513588792,-0.043610551602162,2.4040995910293805,2.000495000000001,1.596890408970621,1.90227,-1
1607558400,1.6552,1.6644,1.5409,1.5686,6532250,36.70502757090135,-0.0921570685918622,-0.0421358245894061,-0.0500212440024561,2.4154016875187,1.973665000000001,1.5319283124813017,1.895776,-1
1607644800,1.5686,1.5778,1.4316,1.4406,6597970,33.49101903127698,-0.1161379023835496,-0.0569362401482348,-0.0592016622353147,2.3802471502187843,1.925740000000001,1.471232849781217,1.88535,1
1607731200,1.4394,1.5337,1.4362,1.4886,6893494,35.76258563216889,-0.1297737362387627,-0.0715037393663404,-0.0582699968724223,2.372598976954364,1.892660000000001,1.412721023045638,1.875832,1
1607817600,1.4879,1.65,1.454,1.5636,9298357,39.25374290751006,-0.1329952728918355,-0.0838020460714394,-0.0491932268203961,2.321916693417019,1.856710000000001,1.391503306582983,1.868712,1
1607904000,1.564,1.6244,1.5198,1.5936,7690894,40.64336062066928,-0.1316104908064443,-0.0933637350184404,-0.0382467557880039,2.2554833037977224,1.8219200000000009,1.388356696202279,1.86471,1
1607990400,1.5927,1.8012,1.5858,1.7534,15330195,47.528875101763845,-0.116278134576506,-0.0979466149300535,-0.0183315196464524,2.179112105424031,1.7962250000000008,1.4133378945759705,1.866206,1
1608076800,1.7534,1.7986,1.6,1.7869,13742356,48.86797446713209,-0.1002681331476198,-0.0984109185735668,-0.001857214574053,2.1701414045479974,1.790410000000001,1.4106785954520045,1.867674,-1
1608163200,1.7865,1.8167,1.6382,1.6808,11618488,44.954845188520025,-0.0950458456104854,-0.0977379039809505,0.002692058370465,2.163022543519936,1.781660000000001,1.400297456480066,1.870898,1
1608249600,1.68,1.7104,1.6317,1.7003,6732255,45.81364843778074,-0.0883156106955171,-0.0958534453238638,0.0075378346283466,2.152587273817911,1.7725700000000006,1.3925527261820905,1.876254,-1
1608336000,1.701,1.7695,1.6562,1.6683,7757307,44.58435071224498,-0.0845888954693108,-0.0936005353529532,0.0090116398836424,2.137703968906417,1.7605200000000008,1.3833360310935845,1.880864,-1
1608422400,1.6673,1.6888,1.5178,1.5638,5851925,40.73990925375551,-0.0890413106571059,-0.0926886904137837,0.0036473797566778,2.115682399437534,1.7407600000000003,1.3658376005624675,1.881196,-1
1608508800,1.565,1.6198,1.4916,1.5347,5739528,39.712970459476026,-0.0938363218651263,-0.0929182167040523,-0.000918105161074,2.0887550976036766,1.7190200000000004,1.3492849023963245,1.879738,-1
1608595200,1.5353,1.5722,1.4696,1.4905,7486927,38.14035271460283,-0.1000496631606966,-0.0943445059953811,-0.0057051571653154,2.0219862211262933,1.6877450000000007,1.353503778873708,1.880066,-1
1608681600,1.4903,1.5133,1.069,1.1975,14168317,29.73450456718861,-0.1271507178719189,-0.1009057483706887,-0.0262449695012301,1.9859683432212152,1.6426750000000006,1.299381656778786,1.875754,1
1608768000,1.1975,1.3859,1.1574,1.3638,11726008,38.07635941516144,-0.1336686300488376,-0.1074583247063185,-0.0262103053425191,1.9689553110328104,1.6185500000000004,1.2681446889671906,1.87521,1
1608854400,1.3654,1.4514,1.3444,1.4448,8592846,41.70645795127726,-0.1307904287054109,-0.1121247455061369,-0.0186656831992739,1.908453133869617,1.5919100000000006,1.275366866130384,1.876084,-1
1608940800,1.4447,1.4463,1.3069,1.3215,6201784,38.04985596587178,-0.13688083587275,-0.1170759635794595,-0.0198048722932904,1.8793167944470184,1.5654100000000004,1.2515032055529824,1.864518,-1
1609027200,1.3209,1.4148,1.2544,1.3023,11065395,37.49852622841205,-0.1416242507659901,-0.1219856210167657,-0.0196386297492244,1.8482358220667956,1.5390300000000003,1.2298241779332053,1.8499980000000005,1
1609113600,1.3027,1.5222,1.2857,1.5169,10974507,46.78053687501127,-0.1266075615710531,-0.1229100091276231,-0.0036975524434299,1.8359066414387744,1.5317900000000004,1.2276733585612265,1.837194,1
1609200000,1.5165,1.7293,1.4321,1.666,24077341,52.10278012158204,-0.1015055109303353,-0.1186291094881656,0.0171235985578302,1.8373451755622072,1.5323250000000004,1.2273048244377935,1.829728,-1
1609286400,1.6661,1.686,1.5152,1.5304,10523673,47.45473327409862,-0.0914989981955243,-0.1132030872296373,0.021704089034113,1.8349807254190065,1.530415,1.2258492745809937,1.815032,-1
1609372800,1.5319,1.5445,1.412,1.504,10697724,46.58342874500841,-0.0847223970705806,-0.107506949197826,0.0227845521272454,1.835655006952041,1.533585,1.231514993047959,1.8050520000000003,1
1609459200,1.5043,1.8498,1.489,1.8382,18813441,57.2773271212856,-0.0517877677325699,-0.0963631129047748,0.0445753451722048,1.8799683552580515,1.551065,1.222161644741949,1.8036500000000004,-1
1609545600,1.8377,1.9951,1.7091,1.7976,22401546,55.81542416012947,-0.0286328556559796,-0.0828170614550157,0.0541842057990361,1.90882039021955,1.5627650000000002,1.2167096097804504,1.7992200000000005,1
1609632000,1.7978,2.3589,1.7956,2.1767,37747051,64.8395089722511,0.0200763530154912,-0.0622383785609143,0.0823147315764056,2.029581232461822,1.5919200000000004,1.1542587675381786,1.8043540000000005,1
1609718400,2.1783,2.49,1.8182,2.4832,35966844,70.14796057679482,0.082460190544245,-0.0332986647398824,0.1157588552841275,2.211404102543074,1.62841,1.0454158974569263,1.8131560000000004,-1
1609804800,2.4803,2.5012,2.0527,2.1355,32981577,59.2242242894329,0.1026599471203997,-0.006106942367826,0.1087668894882257,2.2663810071864736,1.6458400000000002,1.0252989928135268,1.8105060000000008,-1
1609891200,2.1385,2.1578,1.6734,1.8753,52219666,52.62037191648412,0.0965593581459294,0.014426317734925,0.0821330404110043,2.2840383702393465,1.6555650000000004,1.0270916297606545,1.8038720000000008,1
1609977600,1.8722,2.733,1.8123,2.3651,105584282,61.35570608609792,0.1297516675460346,0.0374913876971469,0.0922602798488876,2.389409685896408,1.6888050000000003,0.9882003141035932,1.8088420000000005,1
1610064000,2.365,3.848,2.18,3.222,70113587,71.31857892282787,0.2226350818333415,0.0745201265243858,0.1481149553089557,2.7343538228593944,1.7664900000000003,0.7986261771406061,1.8316880000000009,1
1610150400,3.222,3.7,2.91,3.3776,33590496,72.69516357425812,0.3052823712968062,0.1206725754788699,0.1846097958179363,3.04662529693467,1.8571800000000005,0.6677347030653307,1.8571360000000003,1
1610236800,3.3757,3.764,3.15,3.446,21972369,73.30178217365616,0.3720119300354545,0.1709404463901868,0.2010714836452676,3.317413665244424,1.9527450000000008,0.5880763347555773,1.878074,-1
1610323200,3.4453,3.5257,2.5833,3.0988,24846781,65.36361070406258,0.3923566050582083,0.2152236781237911,0.1771329269344171,3.467178340747425,2.0331600000000005,0.5991416592525756,1.897046,1
1610409600,3.0962,3.904,3.0477,3.6276,22850131,70.58791196355901,0.4460083407021527,0.2613806106394635,0.1846277300626891,3.692890275146655,2.1546650000000005,0.6164397248533464,1.923946,-1
1610496000,3.629,3.6398,3.2472,3.5291,16335568,68.51486160294318,0.4751029103297197,0.3041250705775147,0.1709778397522049,3.8666670671029593,2.2629300000000003,0.6591929328970414,1.94874,-1
1610582400,3.5281,3.5674,3.1741,3.2949,16853114,63.72293013562663,0.4738009018005518,0.3380602368221221,0.1357406649784296,3.973108934110333,2.3554350000000004,0.7377610658896683,1.969292,-1
1610668800,3.2949,3.4438,2.9739,3.2464,12931161,62.74425332022927,0.4635124233027645,0.3631506741182506,0.1003617491845139,4.040634362591953,2.4516800000000005,0.8627256374080485,1.9961560000000005,1
1610755200,3.2456,3.7157,3.1236,3.4259,20722357,64.89327724221732,0.4644885450118736,0.3834182482969752,0.0810702967148984,4.10875820478328,2.55786,1.00696179521672,2.0275580000000004,1
1610841600,3.4249,4.02,3.3001,3.8328,24880543,69.22669045893885,0.4924192552396729,0.4052184496855148,0.0872008055541581,4.242102056773035,2.673655000000001,1.1052079432269664,2.0665720000000003,-1
1610928000,3.8344,4.1747,3.5942,3.7933,19257223,68.34475040886198,0.5055396777231089,0.4252826952930336,0.0802569824300752,4.349229795534045,2.7800200000000004,1.210810204465956,2.104252,-1
1611014400,3.7944,4.0443,3.5953,3.6276,12280022,64.62530493230864,0.4968398414611505,0.439594124526657,0.0572457169344935,4.384815080728495,2.8848800000000003,1.3849449192715062,2.137624,1
1611100800,3.6279,3.7353,3.324,3.7133,12201173,65.66603939581134,0.4911982051708849,0.4499149406555026,0.0412832645153823,4.39423213122253,2.9953450000000004,1.59645786877747,2.1725000000000003,-1
1611187200,3.7153,3.7397,2.9451,2.9793,13284877,51.6501987838127,0.4226277128617495,0.444457495096752,-0.0218297822350025,4.34705002684123,3.0524000000000004,1.7577499731587711,2.189766,1
1611273600,2.9813,3.4972,2.5122,3.3286,20353781,56.417550284718,0.3919525099088741,0.4339564980591764,-0.0420039881503023,4.292148934834448,3.128950000000001,1.965751065165553,2.21436,1
1611360000,3.3282,3.6038,3.3,3.5094,9414060,58.68815530102683,0.3778753279952669,0.4227402640463945,-0.0448649360511276,4.283180189902934,3.1955850000000003,2.1079898100970667,2.247622,1
1611446400,3.5082,3.7928,3.4802,3.6369,8471238,60.26050360439663,0.3727108654932065,0.4127343843357569,-0.0400235188425504,4.305413701402045,3.253270000000001,2.2011262985979565,2.280808,1
1611532800,3.6353,3.9867,3.44,3.7044,14159404,61.10452131637505,0.369801832302211,0.4041478739290477,-0.0343460416268367,4.266173986312396,3.3317150000000004,2.3972560136876044,2.3178660000000004,1
1611619200,3.7024,4.1073,3.6623,4.0447,19930228,65.12590081402519,0.3904548480949956,0.4014092687622373,-0.0109544206672416,4.149826617367525,3.4401850000000005,2.7305433826324763,2.362162,-1
1611705600,4.043,4.0447,3.5183,3.6727,9791075,58.05925866999032,0.3725111442506534,0.3956296438599205,-0.023118499609267,4.021456598206451,3.505565,2.989673401793548,2.402382,1
1611792000,3.6726,3.9681,3.593,3.8139,7597138,59.8405052210806,0.3654713632415456,0.3895979877362455,-0.0241266244946999,4.050497712184925,3.5351600000000003,3.019822287815076,2.445554,1
1611878400,3.8115,3.9314,3.634,3.8409,7962280,60.18868870549604,0.3579447956333665,0.3832673493156697,-0.0253225536823031,4.08478188095038,3.558325,3.03186811904962,2.491,1
1611964800,3.8429,4.3318,3.7673,4.2462,10740707,65.08263216410307,0.3803003931411082,0.3826739580807574,-0.0023735649396492,4.200717494018548,3.598335,2.995952505981452,2.5471120000000003,1
1612051200,4.244,4.8252,4.162,4.2628,12918581,65.27093709719333,0.3948057713236284,0.3851003207293316,0.0097054505942967,4.27919976783258,3.656535,3.033870232167421,2.602596,1
1612137600,4.2644,4.6234,4.0986,4.6234,7266915,69.16152642145126,0.4304369847563878,0.3941676535347428,0.0362693312216449,4.457719287641313,3.706325000000001,2.954930712358688,2.6637920000000004,1
1612224000,4.62,5.4668,4.4649,5.2529,13922582,74.52648014215131,0.5036644370497871,0.4160670102377517,0.0875974268120354,4.79599674726798,3.792515,2.789033252732021,2.736978,1
1612310400,5.2539,5.8225,5.0671,5.7373,9346987,77.73618935974744,0.5939382023845043,0.4516412486671022,0.142296953717402,5.200806077695351,3.914635,2.6284639223046486,2.8166560000000005,1
1612396800,5.7373,6.575,5.5813,6.4358,10586958,81.37963209294854,0.7136177826053283,0.5040365554547475,0.2095812271505808,5.727725363293825,4.074105,2.420484636706176,2.9096340000000005,1
1612483200,6.436,7.18,6.4272,6.7101,10453016,82.5848971673699,0.8211329205834064,0.5674558284804793,0.2536770921029271,6.221307837379906,4.238315,2.255322162620094,3.0102200000000003,-1
1612569600,6.7116,6.836,5.7099,6.1325,10613182,72.0143085849323,0.8499344341493265,0.6239515496142487,0.2259828845350777,6.489669179706545,4.3533,2.216930820293455,3.0988640000000007,1
1612656000,6.132,6.8786,5.75,6.7037,11675131,75.37154145205548,0.9083796720240568,0.6808371740962104,0.2275424979278465,6.848612548800851,4.49882,2.1490274511991494,3.1995720000000007,1
1612742400,6.7028,8.1208,6.4777,7.8917,12187065,80.5875538440706,1.03858742623333,0.7523872245236343,0.2862002017096958,7.448851924651983,4.712025,1.9751980753480165,3.3261300000000005,-1
1612828800,7.8934,8.5344,7.5675,7.8335,9061306,79.6970519089844,1.1241235592892176,0.8267344914767509,0.2973890678124666,7.929627941468022,4.918035,1.9064420585319777,3.452106000000001,1
1612915200,7.8412,9.1231,7.2879,9.1102,11384565,83.89991789403015,1.2801735375034982,0.9174223006821004,0.3627512368213977,8.609387748513935,5.224580000000001,1.8397722514860684,3.6045,1
1613001600,9.1098,9.7175,8.7443,9.2215,10532781,84.20685268164193,1.3967246767026813,1.0132827758862166,0.3834419008164647,9.205115212079033,5.5192250000000005,1.833334787920968,3.76498,1
1613088000,9.2197,9.9378,9.0606,9.2344,8241627,84.24434426093926,1.4731516412980217,1.1052565489685775,0.3678950923294439,9.705559121592762,5.805475000000001,1.9053908784072404,3.922392,-1
1613174400,9.2368,9.5429,8.6801,8.7627,8675628,77.04230983556445,1.4786137743422565,1.1799279940433132,0.2986857802989431,10.031199510493906,6.061765000000001,2.092330489506097,4.0687500000000005,-1
1613260800,8.7649,9.2621,8.5616,8.7306,7992002,76.56262598326522,1.46348224012515,1.2366388432596804,0.2268433968654695,10.290119828952772,6.313075000000001,2.3360301710472315,4.216932000000001,1
1613347200,8.7303,9.3467,7.587,8.8695,9052035,77.22346452636464,1.4460295310932274,1.27851698082639,0.1675125502668375,10.537034592075244,6.554315000000001,2.571595407924758,4.368276000000001,-1
1613433600,8.8762,9.0065,7.9613,8.3036,7326365,68.72181553089501,1.3707337672523394,1.2969603381115795,0.0737734291407596,10.606705665765627,6.785860000000001,2.965014334234376,4.504010000000001,-1
1613520000,8.305,8.4721,7.5269,8.2533,8141648,68.00516282016079,1.292107926439651,1.295989855777194,-0.0038819293375431,10.622514724896485,7.007830000000001,3.3931452751035183,4.635756000000001,1
